,num_threads,pthread,cilk,openmp,pthread-9000
0,1.0,0.081442,0.081442,0.081442,0.0741642
1,2.0,0.0716561,0.0598115,0.0598115,0.0598115
2,3.0,0.06375739999999999,0.060185100000000005,0.060185100000000005,0.060185100000000005
3,4.0,0.0618416,0.0618416,0.0616656,0.061080100000000005
4,5.0,0.06193610000000001,0.06193610000000001,0.061854,0.060963
5,6.0,0.0619374,0.0619374,0.061612999999999994,0.0613431
6,7.0,0.062161,0.062161,0.061839599999999995,0.061649600000000006
7,8.0,0.062147799999999996,0.062147799999999996,0.0621217,0.0620449
