,num_threads,pthread,cilk,openmp,pthread-9000
0,1.0,0.8325307,0.8265869,0.8390862000000001,0.7958265
1,2.0,0.7493967000000001,0.6016213,0.6258526999999999,0.6939242
2,3.0,0.6558725000000001,0.6068524,0.6272752,0.6206818
3,4.0,0.6274862000000001,0.6617298000000001,0.6195959,0.6142297
4,5.0,0.6229922,0.8322318,0.6205984,0.6124875000000001
5,6.0,0.6234658000000001,1.4078399,0.6205079,0.6177142000000001
6,7.0,0.6329489,1.4382154,0.6206710999999999,0.6214271
7,8.0,0.6244154999999999,1.417618,0.6306126000000001,0.6250613
